,season,day,timestamp,description,event_type,parent_description,parent_event_type
0,11,78,2021-03-05 00:10:18+00:00,Roscoe Sundae has been hatched from the field of eggs.,137,"Rogue Umpire incinerated Case Sports!
They're replaced by Roscoe Sundae.",54
1,11,78,2021-03-05 00:14:35+00:00,Gita Sparrow has been hatched from the field of eggs.,137,"Rogue Umpire incinerated Joshua Butt!
They're replaced by Gita Sparrow.",54
2,11,84,2021-03-05 06:03:47+00:00,Kline Greenlemon is Partying!,117,Kline Greenlemon is Partying!,24
3,11,84,2021-03-05 06:13:29+00:00,Gerund Pantheocide is Partying!,117,Gerund Pantheocide is Partying!,24
4,11,86,2021-03-05 08:12:58+00:00,Dickerson Morse is Partying!,117,Dickerson Morse is Partying!,24
5,11,86,2021-03-05 08:13:49+00:00,Helga Moreno is Partying!,117,Helga Moreno is Partying!,24
6,11,87,2021-03-05 09:02:10+00:00,August Sky is Partying!,117,August Sky is Partying!,24
7,11,87,2021-03-05 09:06:11+00:00,Cory Ross is Partying!,117,Cory Ross is Partying!,24
8,11,87,2021-03-05 09:09:02+00:00,Nandy Slumps is Partying!,117,Nandy Slumps is Partying!,24
9,11,87,2021-03-05 09:10:23+00:00,Knight Triumphant is Partying!,117,Knight Triumphant is Partying!,24
10,11,87,2021-03-05 09:24:24+00:00,Don Mitchell is Partying!,117,Don Mitchell is Partying!,24
11,11,88,2021-03-05 10:00:36+00:00,Patel Beyonce is Partying!,117,Patel Beyonce is Partying!,24
12,11,88,2021-03-05 10:22:32+00:00,Blood Hamburger is Partying!,117,Blood Hamburger is Partying!,24
13,11,89,2021-03-05 11:13:59+00:00,Blood Hamburger is Partying!,117,Blood Hamburger is Partying!,24
14,11,89,2021-03-05 11:20:16+00:00,Sixpack Dogwalker is Partying!,117,Sixpack Dogwalker is Partying!,24
15,11,89,2021-03-05 11:23:36+00:00,Richardson Games is Partying!,117,Richardson Games is Partying!,24
16,11,89,2021-03-05 11:24:01+00:00,Ronan Jaylee is Partying!,117,Ronan Jaylee is Partying!,24
17,11,89,2021-03-05 11:32:18+00:00,Helga Burton is Partying!,117,Helga Burton is Partying!,24
18,11,90,2021-03-05 12:01:16+00:00,Howell Franklin is Partying!,117,Howell Franklin is Partying!,24
19,11,90,2021-03-05 12:08:28+00:00,Theo King is Partying!,117,Theo King is Partying!,24
20,11,91,2021-03-05 13:23:36+00:00,Logan Rodriguez is Partying!,117,Logan Rodriguez is Partying!,24
21,11,91,2021-03-05 13:25:37+00:00,Kichiro Guerra is Partying!,117,Kichiro Guerra is Partying!,24
22,11,91,2021-03-05 13:28:03+00:00,James Mora is Partying!,117,James Mora is Partying!,24
23,11,91,2021-03-05 13:30:34+00:00,Cornelius Games is Partying!,117,Cornelius Games is Partying!,24
24,11,92,2021-03-05 14:02:56+00:00,Bontgomery Mullock is Partying!,117,Bontgomery Mullock is Partying!,24
25,11,92,2021-03-05 14:09:28+00:00,Sebastian Woodman is Partying!,117,Sebastian Woodman is Partying!,24
26,11,92,2021-03-05 14:26:07+00:00,Patel Beyonce is Partying!,117,Patel Beyonce is Partying!,24
27,11,93,2021-03-05 15:02:16+00:00,Wyatt Glover is Partying!,117,Wyatt Glover is Partying!,24
28,11,93,2021-03-05 15:06:42+00:00,Gloria Bugsnax is Partying!,117,Gloria Bugsnax is Partying!,24
29,11,93,2021-03-05 15:16:46+00:00,Francisco Preston is Partying!,117,Francisco Preston is Partying!,24
30,11,93,2021-03-05 15:22:27+00:00,Sutton Picklestein is Partying!,117,Sutton Picklestein is Partying!,24
31,11,93,2021-03-05 15:24:03+00:00,Sam Scandal is Partying!,117,Sam Scandal is Partying!,24
32,11,94,2021-03-05 16:02:16+00:00,Rat Mason is Partying!,117,Rat Mason is Partying!,24
33,11,94,2021-03-05 16:06:51+00:00,PolkaDot Zavala is Partying!,117,PolkaDot Zavala is Partying!,24
34,11,94,2021-03-05 16:07:57+00:00,Valentine Games is Partying!,117,Valentine Games is Partying!,24
35,11,94,2021-03-05 16:14:04+00:00,Beck Whitney is Partying!,117,Beck Whitney is Partying!,24
36,11,94,2021-03-05 16:19:10+00:00,Mooney Doctor II is Partying!,117,Mooney Doctor II is Partying!,24
37,11,94,2021-03-05 16:25:32+00:00,Dunn Keyes is Partying!,117,Dunn Keyes is Partying!,24
38,11,95,2021-03-05 17:04:32+00:00,Bevan Wise is Partying!,117,Bevan Wise is Partying!,24
39,11,95,2021-03-05 17:16:20+00:00,Rai Spliff is Partying!,117,Rai Spliff is Partying!,24
40,11,95,2021-03-05 17:19:01+00:00,Nandy Slumps is Partying!,117,Nandy Slumps is Partying!,24
41,11,95,2021-03-05 17:20:30+00:00,Yosh Carpenter is Partying!,117,Yosh Carpenter is Partying!,24
42,11,95,2021-03-05 17:23:17+00:00,Kline Greenlemon is Partying!,117,Kline Greenlemon is Partying!,24
43,11,96,2021-03-05 18:05:51+00:00,King Weatherman is Partying!,117,King Weatherman is Partying!,24
44,11,96,2021-03-05 18:07:06+00:00,Eizabeth Elliott is Partying!,117,Eizabeth Elliott is Partying!,24
45,11,96,2021-03-05 18:10:42+00:00,Tillman Henderson is Partying!,117,Tillman Henderson is Partying!,24
46,11,96,2021-03-05 18:20:50+00:00,Sam Scandal is Partying!,117,Sam Scandal is Partying!,24
47,11,96,2021-03-05 18:30:55+00:00,Washer Barajas is Partying!,117,Washer Barajas is Partying!,24
48,11,96,2021-03-05 18:32:54+00:00,Rodriguez Internet is Partying!,117,Rodriguez Internet is Partying!,24
49,11,96,2021-03-05 18:34:16+00:00,Oscar Dollie is Partying!,117,Oscar Dollie is Partying!,24
50,11,97,2021-03-05 19:02:16+00:00,Curry Aliciakeyes is Partying!,117,Curry Aliciakeyes is Partying!,24
51,11,97,2021-03-05 19:02:41+00:00,Castillo Turner is Partying!,117,Castillo Turner is Partying!,24
52,11,97,2021-03-05 19:04:07+00:00,Lenny Spruce is Partying!,117,Lenny Spruce is Partying!,24
53,11,97,2021-03-05 19:08:03+00:00,Sandford Garner is Partying!,117,Sandford Garner is Partying!,24
54,11,97,2021-03-05 19:09:14+00:00,Mullen Peterson is Partying!,117,Mullen Peterson is Partying!,24
55,11,97,2021-03-05 19:12:24+00:00,Elwin McGhee is Partying!,117,Elwin McGhee is Partying!,24
56,11,97,2021-03-05 19:20:21+00:00,Allison Abbott is Partying!,117,Allison Abbott is Partying!,24
57,11,97,2021-03-05 19:22:01+00:00,Rai Spliff is Partying!,117,Rai Spliff is Partying!,24
58,11,98,2021-03-05 20:01:51+00:00,Lance Serotonin is Partying!,117,Lance Serotonin is Partying!,24
59,11,98,2021-03-05 20:05:01+00:00,Randy Dennis is Partying!,117,Randy Dennis is Partying!,24
60,11,98,2021-03-05 20:10:38+00:00,Fletcher Yamamoto is Partying!,117,Fletcher Yamamoto is Partying!,24
61,11,98,2021-03-05 20:18:09+00:00,Lachlan Shelton is Partying!,117,Lachlan Shelton is Partying!,24
62,11,98,2021-03-05 20:20:54+00:00,Kit Adamses is Partying!,117,Kit Adamses is Partying!,24
63,11,98,2021-03-05 20:23:54+00:00,Richardson Games is Partying!,117,Richardson Games is Partying!,24
64,11,115,2021-03-07 19:01:04+00:00,Peanut Bong entered the Shadows.,117,Will Received: Foreshadow,61
65,11,115,2021-03-07 19:01:04+00:00,Sandie Turner is Infused.,117,Will Received: Infuse,61
66,11,115,2021-03-07 19:01:04+00:00,Concrete Mandible entered the Shadows.,117,Will Received: Foreshadow,61
67,11,115,2021-03-07 19:01:04+00:00,Greer Lott is Infused.,117,Will Received: Infuse,61
68,11,115,2021-03-07 19:01:04+00:00,Declan Suzanne entered the Shadows.,117,Will Received: Foreshadow,61
69,11,115,2021-03-07 19:01:04+00:00,Sosa Hayes is Infused.,117,Will Received: Infuse,61
70,11,115,2021-03-07 19:01:04+00:00,Alaynabella Hollywood entered the Shadows.,117,Will Received: Foreshadow,61
71,11,115,2021-03-07 19:01:04+00:00,Nagomi Mcdaniel entered the Shadows.,117,Will Received: Exchange,61
72,11,115,2021-03-07 19:01:04+00:00,Charlatan Seabright entered the Shadows.,117,Will Received: Foreshadow,61
73,11,115,2021-03-07 19:01:04+00:00,Logan Horseman is Infused.,117,Will Received: Infuse,61
74,11,115,2021-03-07 19:01:04+00:00,Leach Herman is Infused.,117,Will Received: Infuse,61
75,11,115,2021-03-07 19:01:04+00:00,Ren Morin entered the Shadows.,117,Will Received: Foreshadow,61
76,11,115,2021-03-07 19:01:04+00:00,Rigby Friedrich is Infused.,117,Will Received: Infuse,61
77,11,115,2021-03-07 19:01:04+00:00,Pudge Nakamoto is Infused.,117,Will Received: Infuse,61
78,11,115,2021-03-07 19:01:04+00:00,Ruslan Greatness is Infused.,117,Will Received: Infuse,61
79,11,115,2021-03-07 19:01:04+00:00,Alyssa Harrell is Infused.,117,Will Received: Infuse,61
80,11,115,2021-03-07 19:01:04+00:00,Fletcher Yamamoto entered the Shadows.,117,Will Received: Foreshadow,61
81,11,115,2021-03-07 19:01:04+00:00,Sexton Wheerer is Infused.,117,Will Received: Infuse,61
82,11,115,2021-03-07 19:01:04+00:00,Betsy Trombone is Infused.,117,Will Received: Infuse,61
83,11,115,2021-03-07 19:01:04+00:00,Tillman Henderson is Infused.,117,Will Received: Infuse,61
84,11,115,2021-03-07 19:01:04+00:00,Tamara Crankit is Infused.,117,Will Received: Infuse,61
85,11,115,2021-03-07 19:01:04+00:00,Huber Frumple is Infused.,117,Will Received: Infuse,61
86,11,115,2021-03-07 19:01:04+00:00,Bevan Underbuck entered the Shadows.,117,Will Received: Foreshadow,61
87,11,115,2021-03-07 19:01:04+00:00,Joshua Butt is Infused.,117,Will Received: Infuse,61
88,11,115,2021-03-07 19:01:04+00:00,Quinns Jespersen entered the Shadows.,117,Will Received: Foreshadow,61
89,11,115,2021-03-07 19:01:05+00:00,Chorby Short's hitting was re-rolled.,119,"Blessing Won: Summoning Circle, Magic",60
90,11,115,2021-03-07 19:01:05+00:00,Chorby Short's hitting was re-rolled.,119,"Blessing Won: Summoning Circle, Magic",60
91,11,115,2021-03-07 19:01:05+00:00,Wyatt Glover's hitting was re-rolled.,119,"Blessing Won: Summoning Circle, Magic",60
92,11,115,2021-03-07 19:01:05+00:00,The Moist Talkers' hitting was boosted.,117,"Blessing Won: Tag Team Hitting, Moist Talkers",60
93,11,115,2021-03-07 19:01:05+00:00,Eugenia Garbage's hitting was boosted.,117,"Blessing Won: Tag Team Hitting, Moist Talkers",60
94,11,115,2021-03-07 19:01:05+00:00,Ziwa Mueller's hitting was boosted.,117,"Blessing Won: Tag Team Hitting, Moist Talkers",60
95,11,115,2021-03-07 19:01:05+00:00,Cedric Spliff's hitting was boosted.,117,"Blessing Won: Tag Team Hitting, Moist Talkers",60
96,11,115,2021-03-07 19:01:05+00:00,Commissioner Vapor's hitting was boosted.,117,"Blessing Won: Tag Team Hitting, Moist Talkers",60
97,11,115,2021-03-07 19:01:05+00:00,Jesús Koch's hitting was boosted.,117,"Blessing Won: Tag Team Hitting, Moist Talkers",60
98,11,115,2021-03-07 19:01:05+00:00,Beans McBlase's hitting was boosted.,117,"Blessing Won: Tag Team Hitting, Moist Talkers",60
99,11,115,2021-03-07 19:01:05+00:00,Alston Cerveza's hitting was boosted.,117,"Blessing Won: Tag Team Hitting, Moist Talkers",60
100,11,115,2021-03-07 19:01:05+00:00,Lachlan Shelton's hitting was boosted.,117,"Blessing Won: Tag Team Hitting, Moist Talkers",60
101,11,115,2021-03-07 19:01:05+00:00,Fish Summer's hitting was boosted.,117,"Blessing Won: Tag Team Hitting, Moist Talkers",60
102,11,115,2021-03-07 19:01:05+00:00,York Silk's hitting was boosted.,117,"Blessing Won: Tag Team Hitting, Moist Talkers",60
103,11,115,2021-03-07 19:01:05+00:00,The Worms' hitting was boosted.,117,"Blessing Won: Tag Team Hitting, Moist Talkers",60
104,11,115,2021-03-07 19:01:05+00:00,Lenny Crumb's hitting was boosted.,117,"Blessing Won: Tag Team Hitting, Moist Talkers",60
105,11,115,2021-03-07 19:01:05+00:00,Vessalius Sundae's hitting was boosted.,117,"Blessing Won: Tag Team Hitting, Moist Talkers",60
106,11,115,2021-03-07 19:01:05+00:00,Scratch Deleuze's hitting was boosted.,117,"Blessing Won: Tag Team Hitting, Moist Talkers",60
107,11,115,2021-03-07 19:01:05+00:00,Cantus Hojo's hitting was boosted.,117,"Blessing Won: Tag Team Hitting, Moist Talkers",60
108,11,115,2021-03-07 19:01:05+00:00,Augusta Chadwell's hitting was boosted.,117,"Blessing Won: Tag Team Hitting, Moist Talkers",60
109,11,115,2021-03-07 19:01:05+00:00,Pitching Machine's hitting was boosted.,117,"Blessing Won: Tag Team Hitting, Moist Talkers",60
110,11,115,2021-03-07 19:01:05+00:00,Kaz Fiasco's hitting was boosted.,117,"Blessing Won: Tag Team Hitting, Moist Talkers",60
111,11,115,2021-03-07 19:01:05+00:00,Muse Scantron's hitting was boosted.,117,"Blessing Won: Tag Team Hitting, Moist Talkers",60
112,11,115,2021-03-07 19:01:05+00:00,Farrell Seagull's hitting was boosted.,117,"Blessing Won: Tag Team Hitting, Moist Talkers",60
113,11,115,2021-03-07 19:01:05+00:00,The Firefighters' pitching was boosted.,117,"Blessing Won: Tag Team Pitching, Firefighters",60
114,11,115,2021-03-07 19:01:05+00:00,Agan Harrison's pitching was boosted.,117,"Blessing Won: Tag Team Pitching, Firefighters",60
115,11,115,2021-03-07 19:01:05+00:00,Kennedy Rodgers' pitching was boosted.,117,"Blessing Won: Tag Team Pitching, Firefighters",60
116,11,115,2021-03-07 19:01:05+00:00,Caleb Alvarado's pitching was boosted.,117,"Blessing Won: Tag Team Pitching, Firefighters",60
117,11,115,2021-03-07 19:01:05+00:00,Rivers Rosa's pitching was boosted.,117,"Blessing Won: Tag Team Pitching, Firefighters",60
118,11,115,2021-03-07 19:01:05+00:00,Wesley Poole's pitching was boosted.,117,"Blessing Won: Tag Team Pitching, Firefighters",60
119,11,115,2021-03-07 19:01:05+00:00,The Crabs' pitching was boosted.,117,"Blessing Won: Tag Team Pitching, Firefighters",60
120,11,115,2021-03-07 19:01:05+00:00,Brock Forbes' pitching was boosted.,117,"Blessing Won: Tag Team Pitching, Firefighters",60
121,11,115,2021-03-07 19:01:05+00:00,Jacoby Podcast's pitching was boosted.,117,"Blessing Won: Tag Team Pitching, Firefighters",60
122,11,115,2021-03-07 19:01:05+00:00,Adalberto Tosser's pitching was boosted.,117,"Blessing Won: Tag Team Pitching, Firefighters",60
123,11,115,2021-03-07 19:01:05+00:00,Finn James' pitching was boosted.,117,"Blessing Won: Tag Team Pitching, Firefighters",60
124,11,115,2021-03-07 19:01:05+00:00,The Tacos' baserunning was boosted.,117,"Blessing Won: Wind Sprints, Tacos",60
125,11,115,2021-03-07 19:01:05+00:00,Halexandrey Walton's baserunning was boosted.,117,"Blessing Won: Wind Sprints, Tacos",60
126,11,115,2021-03-07 19:01:05+00:00,Mcdowell Mason's baserunning was boosted.,117,"Blessing Won: Wind Sprints, Tacos",60
127,11,115,2021-03-07 19:01:05+00:00,Valentine Games' baserunning was boosted.,117,"Blessing Won: Wind Sprints, Tacos",60
128,11,115,2021-03-07 19:01:05+00:00,Rat Mason's baserunning was boosted.,117,"Blessing Won: Wind Sprints, Tacos",60
129,11,115,2021-03-07 19:01:05+00:00,Basilio Mason's baserunning was boosted.,117,"Blessing Won: Wind Sprints, Tacos",60
130,11,115,2021-03-07 19:01:05+00:00,Basilio Fig's baserunning was boosted.,117,"Blessing Won: Wind Sprints, Tacos",60
131,11,115,2021-03-07 19:01:05+00:00,Vito Kravitz's baserunning was boosted.,117,"Blessing Won: Wind Sprints, Tacos",60
132,11,115,2021-03-07 19:01:05+00:00,The Crabs' defense was boosted.,117,"Blessing Won: The Rack, Crabs",60
133,11,115,2021-03-07 19:01:05+00:00,Tot Fox's defense was boosted.,117,"Blessing Won: The Rack, Crabs",60
134,11,115,2021-03-07 19:01:05+00:00,Luis Acevedo's defense was boosted.,117,"Blessing Won: The Rack, Crabs",60
135,11,115,2021-03-07 19:01:05+00:00,Silvaire Roadhouse's defense was boosted.,117,"Blessing Won: The Rack, Crabs",60
136,11,115,2021-03-07 19:01:05+00:00,Baldwin Breadwinner's defense was boosted.,117,"Blessing Won: The Rack, Crabs",60
137,11,115,2021-03-07 19:01:05+00:00,Parker Parra's defense was boosted.,117,"Blessing Won: The Rack, Crabs",60
138,11,115,2021-03-07 19:01:05+00:00,Pedro Davids' defense was boosted.,117,"Blessing Won: The Rack, Crabs",60
139,11,115,2021-03-07 19:01:05+00:00,Evelton McBlase II's defense was boosted.,117,"Blessing Won: The Rack, Crabs",60
140,11,115,2021-03-07 19:01:05+00:00,Forrest Best's defense was boosted.,117,"Blessing Won: The Rack, Crabs",60
141,11,115,2021-03-07 19:01:05+00:00,Kennedy Loser's defense was boosted.,117,"Blessing Won: The Rack, Crabs",60
142,11,115,2021-03-07 19:01:05+00:00,Squid Galvanic's defense was boosted.,117,"Blessing Won: The Rack, Crabs",60
143,11,115,2021-03-07 19:01:05+00:00,Brock Forbes' defense was boosted.,117,"Blessing Won: The Rack, Crabs",60
144,11,115,2021-03-07 19:01:05+00:00,Jacoby Podcast's defense was boosted.,117,"Blessing Won: The Rack, Crabs",60
145,11,115,2021-03-07 19:01:05+00:00,Adalberto Tosser's defense was boosted.,117,"Blessing Won: The Rack, Crabs",60
146,11,115,2021-03-07 19:01:05+00:00,Finn James' defense was boosted.,117,"Blessing Won: The Rack, Crabs",60
147,11,115,2021-03-07 19:01:05+00:00,Kennedy Rodgers' pitching was re-rolled.,119,"Blessing Won: Organ Replacements, Firefighters",60
148,11,115,2021-03-07 19:01:05+00:00,Agan Harrison's pitching was re-rolled.,119,"Blessing Won: Organ Replacements, Firefighters",60
149,11,115,2021-03-07 19:01:05+00:00,Agan Harrison's pitching was re-rolled.,119,"Blessing Won: Organ Replacements, Firefighters",60
150,12,12,2021-03-09 04:12:33+00:00,Kurt Crueller has been hatched from the field of eggs.,137,"Rogue Umpire incinerated Sutton Picklestein!
They're replaced by Kurt Crueller.",54
151,12,19,2021-03-09 11:15:29+00:00,Alx Keming has been hatched from the field of eggs.,137,"Rogue Umpire incinerated Hotbox Sato!
They're replaced by Alx Keming.",54
152,12,29,2021-03-09 22:03:16+00:00,Jasper Blather has been hatched from the field of eggs.,137,"Rogue Umpire incinerated Hands Scoresburg!
They're replaced by Jasper Blather.",54
153,12,42,2021-03-10 11:02:16+00:00,Riley Firewall has been hatched from the field of eggs.,137,"Rogue Umpire incinerated Raúl Leal!
They're replaced by Riley Firewall.",54
154,12,67,2021-03-11 12:36:23+00:00,Pitching Mach-ne is Partying!,117,Pitching Mach-ne is Partying!,24
155,12,70,2021-03-11 15:02:16+00:00,Ephraim Ladd is Partying!,117,Ephraim Ladd is Partying!,24
156,12,71,2021-03-11 16:10:08+00:00,Wanda Schenn is Partying!,117,Wanda Schenn is Partying!,24
157,12,71,2021-03-11 16:22:50+00:00,Kaz Fiasco is Partying!,117,Kaz Fiasco is Partying!,24
158,12,71,2021-03-11 16:27:06+00:00,Farrell Seagull is Partying!,117,Farrell Seagull is Partying!,24
159,12,75,2021-03-11 21:22:17+00:00,Val Hitherto is Partying!,117,Val Hitherto is Partying!,24
160,12,75,2021-03-11 21:23:02+00:00,Grollis Zephyr is Partying!,117,Grollis Zephyr is Partying!,24
161,12,76,2021-03-11 22:03:11+00:00,Ayanna Dumpington is Partying!,117,Ayanna Dumpington is Partying!,24
162,12,76,2021-03-11 22:05:37+00:00,Norris Firestar has been hatched from the field of eggs.,137,"Rogue Umpire incinerated Theodore Holloway!
They're replaced by Norris Firestar.",54
163,12,77,2021-03-11 23:13:49+00:00,Tai Beanbag has been hatched from the field of eggs.,137,"Rogue Umpire incinerated Lawrence Horne!
They're replaced by Tai Beanbag.",54
164,12,77,2021-03-11 23:20:23+00:00,Gerund Pantheocide is Partying!,117,Gerund Pantheocide is Partying!,24
165,12,77,2021-03-11 23:22:23+00:00,Gerund Pantheocide is Partying!,117,Gerund Pantheocide is Partying!,24
166,12,78,2021-03-12 00:00:41+00:00,Enid Marlow is Partying!,117,Enid Marlow is Partying!,24
167,12,78,2021-03-12 00:03:31+00:00,Val Hitherto is Partying!,117,Val Hitherto is Partying!,24
168,12,78,2021-03-12 00:21:05+00:00,Coolname Galvanic is Partying!,117,Coolname Galvanic is Partying!,24
169,12,78,2021-03-12 00:22:05+00:00,Adelaide Judochop has been hatched from the field of eggs.,137,"Rogue Umpire incinerated Ruffian Applesauce!
They're replaced by Adelaide Judochop.",54
170,12,79,2021-03-12 01:28:59+00:00,Wanda Schenn is Partying!,117,Wanda Schenn is Partying!,24
171,12,80,2021-03-12 02:03:36+00:00,Silvaire Semiquaver is Partying!,117,Silvaire Semiquaver is Partying!,24
172,12,80,2021-03-12 02:08:23+00:00,Niq Nyong'o is Partying!,117,Niq Nyong'o is Partying!,24
173,12,80,2021-03-12 02:16:14+00:00,Frankie Hambone is Partying!,117,Frankie Hambone is Partying!,24
174,12,81,2021-03-12 03:03:51+00:00,Pitching Machine is Partying!,117,Pitching Machine is Partying!,24
175,12,81,2021-03-12 03:04:46+00:00,Winnie Hess is Partying!,117,Winnie Hess is Partying!,24
176,12,81,2021-03-12 03:13:54+00:00,Leach Ingram is Partying!,117,Leach Ingram is Partying!,24
177,12,81,2021-03-12 03:14:00+00:00,Scratch Deleuze is Partying!,117,Scratch Deleuze is Partying!,24
178,12,82,2021-03-12 04:04:37+00:00,Stijn Strongbody is Partying!,117,Stijn Strongbody is Partying!,24
179,12,82,2021-03-12 04:12:24+00:00,Lance Serotonin is Partying!,117,Lance Serotonin is Partying!,24
180,12,82,2021-03-12 04:25:27+00:00,Grey Alvarado is Partying!,117,Grey Alvarado is Partying!,24
181,12,83,2021-03-12 05:13:39+00:00,Jolene Willowtree is Partying!,117,Jolene Willowtree is Partying!,24
182,12,84,2021-03-12 06:01:00+00:00,Simon Haley is Partying!,117,Simon Haley is Partying!,24
183,12,84,2021-03-12 06:03:06+00:00,Geraldine Frost is Partying!,117,Geraldine Frost is Partying!,24
184,12,84,2021-03-12 06:20:10+00:00,Vessalius Sundae is Partying!,117,Vessalius Sundae is Partying!,24
185,12,84,2021-03-12 06:30:41+00:00,Erin Jesaulenko is Partying!,117,Erin Jesaulenko is Partying!,24
186,12,85,2021-03-12 07:08:03+00:00,Hercules Alighieri is Partying!,117,Hercules Alighieri is Partying!,24
187,12,85,2021-03-12 07:10:13+00:00,Winnie Hess is Partying!,117,Winnie Hess is Partying!,24
188,12,85,2021-03-12 07:10:28+00:00,Jasper Blather is Partying!,117,Jasper Blather is Partying!,24
189,12,85,2021-03-12 07:16:29+00:00,Hewitt Best is Partying!,117,Hewitt Best is Partying!,24
190,12,85,2021-03-12 07:26:01+00:00,Scratch Deleuze is Partying!,117,Scratch Deleuze is Partying!,24
191,12,86,2021-03-12 08:08:06+00:00,Lenny Spruce is Partying!,117,Lenny Spruce is Partying!,24
192,12,86,2021-03-12 08:08:41+00:00,Jasper Blather is Partying!,117,Jasper Blather is Partying!,24
193,12,86,2021-03-12 08:09:02+00:00,Lance Serotonin is Partying!,117,Lance Serotonin is Partying!,24
194,12,86,2021-03-12 08:10:42+00:00,Mindy Kugel is Partying!,117,Mindy Kugel is Partying!,24
195,12,86,2021-03-12 08:10:57+00:00,Jaxon Buckley is Partying!,117,Jaxon Buckley is Partying!,24
196,12,86,2021-03-12 08:12:52+00:00,Zoey Kirchner is Partying!,117,Zoey Kirchner is Partying!,24
197,12,86,2021-03-12 08:19:05+00:00,Yusef Fenestrate is Partying!,117,Yusef Fenestrate is Partying!,24
198,12,86,2021-03-12 08:24:15+00:00,Lotus Mango is Partying!,117,Lotus Mango is Partying!,24
199,12,86,2021-03-12 08:27:41+00:00,Lang Richardson is Partying!,117,Lang Richardson is Partying!,24
200,12,87,2021-03-12 09:03:57+00:00,Fitzgerald Wanderlust is Partying!,117,Fitzgerald Wanderlust is Partying!,24
201,12,87,2021-03-12 09:15:44+00:00,Elvis Figueroa is Partying!,117,Elvis Figueroa is Partying!,24
202,12,87,2021-03-12 09:25:21+00:00,Vessalius Sundae is Partying!,117,Vessalius Sundae is Partying!,24
203,12,88,2021-03-12 10:01:51+00:00,Parker Meng is Partying!,117,Parker Meng is Partying!,24
204,12,88,2021-03-12 10:01:56+00:00,Theo King is Partying!,117,Theo King is Partying!,24
205,12,88,2021-03-12 10:06:32+00:00,Loubert Ji-Eun has been hatched from the field of eggs.,137,"Rogue Umpire incinerated Augusta Chadwell!
They're replaced by Loubert Ji-Eun.",54
206,12,88,2021-03-12 10:07:07+00:00,Jasper Blather is Partying!,117,Jasper Blather is Partying!,24
207,12,88,2021-03-12 10:08:33+00:00,Wyatt Quitter is Partying!,117,Wyatt Quitter is Partying!,24
208,12,88,2021-03-12 10:10:28+00:00,Ephraim Ladd is Partying!,117,Ephraim Ladd is Partying!,24
209,12,88,2021-03-12 10:11:23+00:00,Mint Shupe is Partying!,117,Mint Shupe is Partying!,24
210,12,88,2021-03-12 10:13:09+00:00,Nandy Slumps is Partying!,117,Nandy Slumps is Partying!,24
211,12,88,2021-03-12 10:19:05+00:00,Don Mitchell is Partying!,117,Don Mitchell is Partying!,24
212,12,88,2021-03-12 10:26:27+00:00,Leach Ingram is Partying!,117,Leach Ingram is Partying!,24
213,12,89,2021-03-12 11:01:01+00:00,Jaxon Buckley is Partying!,117,Jaxon Buckley is Partying!,24
214,12,89,2021-03-12 11:06:22+00:00,Huber Frumple is Partying!,117,Huber Frumple is Partying!,24
215,12,89,2021-03-12 11:15:53+00:00,Elwin McGhee is Partying!,117,Elwin McGhee is Partying!,24
216,12,89,2021-03-12 11:32:53+00:00,Tamara Crankit is Partying!,117,Tamara Crankit is Partying!,24
217,12,90,2021-03-12 12:00:56+00:00,Gabriel Griffith is Partying!,117,Gabriel Griffith is Partying!,24
218,12,90,2021-03-12 12:02:21+00:00,Zoey Kirchner is Partying!,117,Zoey Kirchner is Partying!,24
219,12,90,2021-03-12 12:16:04+00:00,Simon Haley is Partying!,117,Simon Haley is Partying!,24
220,12,90,2021-03-12 12:19:20+00:00,Goodwin Morin is Partying!,117,Goodwin Morin is Partying!,24
221,12,90,2021-03-12 12:22:16+00:00,Jan Canberra is Partying!,117,Jan Canberra is Partying!,24
222,12,91,2021-03-12 13:02:01+00:00,Geraldine Frost is Partying!,117,Geraldine Frost is Partying!,24
223,12,91,2021-03-12 13:05:17+00:00,Elvis Figueroa is Partying!,117,Elvis Figueroa is Partying!,24
224,12,91,2021-03-12 13:08:58+00:00,Enid Marlow is Partying!,117,Enid Marlow is Partying!,24
225,12,91,2021-03-12 13:18:20+00:00,PolkaDot Patterson is Partying!,117,PolkaDot Patterson is Partying!,24
226,12,91,2021-03-12 13:22:51+00:00,Adelaide Judochop is Partying!,117,Adelaide Judochop is Partying!,24
227,12,92,2021-03-12 14:09:32+00:00,Jode Preston is Partying!,117,Jode Preston is Partying!,24
228,12,92,2021-03-12 14:11:48+00:00,Patchwork Southwick is Partying!,117,Patchwork Southwick is Partying!,24
229,12,92,2021-03-12 14:20:15+00:00,Walton Sports is Partying!,117,Walton Sports is Partying!,24
230,12,92,2021-03-12 14:21:10+00:00,Yurts Buttercup is Partying!,117,Yurts Buttercup is Partying!,24
231,12,92,2021-03-12 14:22:55+00:00,Eizabeth Guerra is Partying!,117,Eizabeth Guerra is Partying!,24
232,12,93,2021-03-12 15:04:17+00:00,Loubert Ji-Eun is Partying!,117,Loubert Ji-Eun is Partying!,24
233,12,93,2021-03-12 15:06:20+00:00,Zack Sanders is Partying!,117,Zack Sanders is Partying!,24
234,12,93,2021-03-12 15:06:40+00:00,Mira Lemma is Partying!,117,Mira Lemma is Partying!,24
